omop_id,biolink_id
1330254,RXCUI:334844
1330256,RXCUI:334846
1330261,RXCUI:334851
1331235,PUBCHEM.COMPOUND:54892
1331240,RXCUI:312748
1331241,RXCUI:312749
1331247,PUBCHEM.COMPOUND:4740
1331264,RXCUI:316616
1331265,RXCUI:316617
1331266,RXCUI:316618
1331267,RXCUI:316619
1331270,PUBCHEM.COMPOUND:3108
1331274,RXCUI:316466
1331312,RXCUI:197622
1331343,RXCUI:315837
1331344,RXCUI:315838
1331345,RXCUI:315839
1331346,RXCUI:317358
1331347,RXCUI:329296
1331681,UMLS:C0938435
1332418,PUBCHEM.COMPOUND:2162
1332419,RXCUI:197361
1332420,RXCUI:212542
1332421,RXCUI:212549
1332442,RXCUI:212575
1332448,RXCUI:329526
1332449,RXCUI:329527
1332450,RXCUI:329528
1332494,RXCUI:597967
1332495,RXCUI:597971
1332497,RXCUI:597977
1332499,RXCUI:597984
1332500,RXCUI:597987
1332522,RXCUI:597993
1332525,RXCUI:722126
1332526,RXCUI:722131
1332527,RXCUI:722134
1332528,RXCUI:722137
1332529,RXCUI:724879
1332530,RXCUI:724887
1332531,RXCUI:724891
1332532,RXCUI:724895
1333357,PUBCHEM.COMPOUND:2478
1333361,RXCUI:253113
1333372,RXCUI:284425
1333379,PUBCHEM.COMPOUND:518605
1333381,RXCUI:829926
1333522,RXCUI:829928
1334456,PUBCHEM.COMPOUND:5362129
1334459,RXCUI:198188
1334460,RXCUI:198189
1334461,RXCUI:251856
1334492,RXCUI:251857
1334494,RXCUI:261962
1334495,RXCUI:316626
1334496,RXCUI:316627
1334497,RXCUI:316628
1334498,RXCUI:317482
1334535,RXCUI:845488
1334536,RXCUI:845489
1335301,PUBCHEM.COMPOUND:4768
1335471,PUBCHEM.COMPOUND:5362124
1335539,PUBCHEM.COMPOUND:5775
1335606,PUBCHEM.COMPOUND:3114
1335668,RXCUI:328829
1335712,RXCUI:636793
1335713,RXCUI:636794
1336539,PUBCHEM.COMPOUND:5329102
1336540,RXCUI:616277
1336541,RXCUI:616279
1336622,RXCUI:616283
1336623,RXCUI:616284
1336624,RXCUI:616285
1336625,RXCUI:616287
1336626,RXCUI:616288
1336627,RXCUI:616289
1336628,RXCUI:616292
1336825,PUBCHEM.COMPOUND:387447
1336926,PUBCHEM.COMPOUND:110635
1336975,RXCUI:484814
1336979,RXCUI:849866
1337068,PUBCHEM.COMPOUND:6918493
1337069,RXCUI:722114
1337070,RXCUI:722116
1337102,RXCUI:722121
1337103,RXCUI:722122
1337104,RXCUI:722124
1337107,PUBCHEM.COMPOUND:56959
1337109,RXCUI:616492
1337111,RXCUI:616749
1337142,RXCUI:727656
1337143,RXCUI:727657
1337145,RXCUI:728231
1337159,PUBCHEM.COMPOUND:62820
1337186,RXCUI:438272
1337190,RXCUI:723745
1337331,UMLS:C1178459
1337620,PUBCHEM.COMPOUND:60953
1337643,RXCUI:213292
1337644,RXCUI:213293
1337645,RXCUI:315557
1337646,RXCUI:315558
1337651,PUBCHEM.COMPOUND:5311
1337692,RXCUI:668577
1337693,RXCUI:668579
1337720,PUBCHEM.COMPOUND:36811
1337748,RXCUI:328215
1337750,RXCUI:328217
1337751,RXCUI:328218
1337753,RXCUI:345811
1337860,PUBCHEM.COMPOUND:681
1338005,PUBCHEM.COMPOUND:2405
1338512,PUBCHEM.COMPOUND:31703
1338985,PUBCHEM.COMPOUND:71306940
1340128,PUBCHEM.COMPOUND:44093
1340157,RXCUI:315559
1340159,RXCUI:315561
1340160,RXCUI:315562
1340161,RXCUI:317173
1340532,PUBCHEM.COMPOUND:1110
1341149,PUBCHEM.COMPOUND:5394
1341150,RXCUI:261288
1341151,RXCUI:261289
1341173,RXCUI:261291
1341176,RXCUI:313211
1341180,RXCUI:331482
1341181,RXCUI:331483
1341209,RXCUI:835945
1341210,RXCUI:835948
1341238,PUBCHEM.COMPOUND:5401
1341267,RXCUI:313214
1341268,RXCUI:313215
1341269,RXCUI:313216
1341270,RXCUI:313217
1341271,RXCUI:313218
1341302,RXCUI:313219
1341304,RXCUI:328723
1341305,RXCUI:328724
1341306,RXCUI:328725
1341308,RXCUI:539839
1341927,PUBCHEM.COMPOUND:5388962
1341998,RXCUI:833236
1342001,PUBCHEM.COMPOUND:6917719
1342025,RXCUI:315855
1342346,PUBCHEM.COMPOUND:3005573
1342348,RXCUI:313428
1342439,PUBCHEM.COMPOUND:5484727
1342441,RXCUI:199351
1342472,RXCUI:199352
1342473,RXCUI:199353
1342503,RXCUI:316847
1342504,RXCUI:316848
1342505,RXCUI:317522
1343039,PUBCHEM.COMPOUND:25074470
1343346,PUBCHEM.COMPOUND:5311497
1343914,PUBCHEM.COMPOUND:5280899
1343916,PUBCHEM.COMPOUND:5816
1343985,RXCUI:212343
1344050,RXCUI:313967
1344052,RXCUI:317361
1344056,RXCUI:328316
1344098,RXCUI:334666
1344181,RXCUI:329494
1344212,RXCUI:329495
1344242,RXCUI:727316
1344243,RXCUI:727345
1344244,RXCUI:727347
1344245,RXCUI:727373
1344247,RXCUI:727386
1344354,PUBCHEM.COMPOUND:41867
1344357,RXCUI:836377
1344358,RXCUI:836378
1344381,PUBCHEM.COMPOUND:2375
1344403,RXCUI:199123
1344404,RXCUI:315478
1344905,PUBCHEM.COMPOUND:10339178
1344909,RXCUI:597195
1344910,RXCUI:686161
1344965,PUBCHEM.COMPOUND:3519
1344966,RXCUI:197745
1344967,RXCUI:197746
1344970,RXCUI:329796
1344992,PUBCHEM.COMPOUND:5311181
1344995,RXCUI:582595
1345858,PUBCHEM.COMPOUND:4828
1345885,RXCUI:316521
1345886,RXCUI:316522
1346686,PUBCHEM.COMPOUND:5281037
1346823,PUBCHEM.COMPOUND:2585
1346827,RXCUI:212388
1346828,RXCUI:212389
1346830,RXCUI:315575
1346831,RXCUI:315576
1346862,RXCUI:315577
1346989,RXCUI:686923
1346990,RXCUI:686924
1346991,RXCUI:686926
1347384,PUBCHEM.COMPOUND:3749
1347385,RXCUI:153665
1347386,RXCUI:153666
1347387,RXCUI:153667
1347450,PUBCHEM.COMPOUND:22976653
1348265,PUBCHEM.COMPOUND:2187
1348266,RXCUI:151124
1348267,RXCUI:199224
1348268,RXCUI:315382
1348407,UNII:Q6U6J48BWY
1350040,PUBCHEM.COMPOUND:2141
1350066,PUBCHEM.COMPOUND:2578
1350310,PUBCHEM.COMPOUND:2754
1350311,RXCUI:242461
1350332,RXCUI:242462
1350333,RXCUI:261116
1350335,RXCUI:315675
1350336,RXCUI:315676
1350489,PUBCHEM.COMPOUND:4893
1350490,RXCUI:198141
1350504,PUBCHEM.COMPOUND:36462
1350506,RXCUI:197687
1350521,RXCUI:312593
1350542,RXCUI:315912
1350543,RXCUI:315913
1350552,RXCUI:312594
1350553,RXCUI:328786
1350554,RXCUI:328787
1351115,PUBCHEM.COMPOUND:5281915
1351116,RXCUI:198584
1351120,RXCUI:198589
1351142,RXCUI:198591
1351144,RXCUI:199166
1351145,RXCUI:199652
1351147,RXCUI:241621
1351148,RXCUI:241622
1351153,RXCUI:252761
1351154,RXCUI:252762
1351158,RXCUI:259121
1351159,RXCUI:259796
1351160,RXCUI:331747
1351161,RXCUI:331748
1351182,RXCUI:331749
1351184,RXCUI:331751
1351185,RXCUI:331752
1351186,RXCUI:331753
1351187,RXCUI:332466
1351189,RXCUI:332588
1351215,RXCUI:359396
1351315,RXCUI:452446
1351461,PUBCHEM.COMPOUND:4913
1351541,PUBCHEM.COMPOUND:657181
1351557,PUBCHEM.COMPOUND:2541
1351558,RXCUI:153822
1351559,RXCUI:153823
1351582,RXCUI:577775
1351583,RXCUI:577776
1351585,RXCUI:577785
1351586,RXCUI:577787
1351587,RXCUI:639537
1351588,RXCUI:639539
1351589,RXCUI:639543
1351601,RXCUI:545834
1351622,RXCUI:545835
1351623,RXCUI:545843
1351624,RXCUI:545844
1351625,RXCUI:545847
1351626,RXCUI:545848
1351628,RXCUI:583424
1351630,RXCUI:583429
1351662,RXCUI:583434
1351745,RXCUI:825325
1351747,RXCUI:825334
1351748,RXCUI:825335
1351779,PUBCHEM.COMPOUND:4915
1351781,RXCUI:314167
1351802,RXCUI:328546
1351935,MESH:D015949
1352213,UMLS:C4520835
1353011,PUBCHEM.COMPOUND:71384
1353048,NCBITaxon:46347
1353228,PUBCHEM.COMPOUND:104817
1353231,RXCUI:198946
1353256,PUBCHEM.COMPOUND:4932
1353263,RXCUI:198949
1353265,RXCUI:198951
1353266,RXCUI:198952
1353267,RXCUI:198953
1353268,RXCUI:199171
1353407,RXCUI:312736
1353442,RXCUI:332189
1353443,RXCUI:333749
1353450,RXCUI:339976
1353451,RXCUI:339977
1353477,RXCUI:358412
1353478,RXCUI:359542
1353546,RXCUI:484925
1353575,RXCUI:636528
1353577,RXCUI:639565
1353578,RXCUI:639566
1353579,RXCUI:644787
1353602,RXCUI:644794
1353605,RXCUI:746576
1353766,PUBCHEM.COMPOUND:4946
1353776,PUBCHEM.COMPOUND:3333
1353779,RXCUI:152933
1353780,RXCUI:197692
1353815,RXCUI:315925
1353816,RXCUI:315926
1353817,RXCUI:317371
1353818,RXCUI:358334
1354118,PUBCHEM.COMPOUND:5282411
1354119,RXCUI:211199
1354698,PUBCHEM.COMPOUND:23662354
1354699,RXCUI:142113
1354739,RXCUI:316249
1354860,PUBCHEM.COMPOUND:3356
1355681,RXCUI:2104866
1355970,RXCUI:2106821
1356018,PUBCHEM.COMPOUND:3052762
1356047,RXCUI:2107355
1356057,RXCUI:2107520
1356094,RXCUI:2108098
1356103,RXCUI:2108209
1356104,RXCUI:2108211
1356108,RXCUI:2108226
1356123,RXCUI:2108259
1356125,RXCUI:2108264
1356131,RXCUI:2108276
1356134,RXCUI:2108283
1356140,RXCUI:2108295
1356162,RXCUI:2108340
1356166,RXCUI:2108354
1356184,RXCUI:2108389
1356206,RXCUI:2108433
1356210,RXCUI:2108443
1356213,RXCUI:2108449
1356238,RXCUI:2108519
1356247,RXCUI:2108539
1356250,RXCUI:2108544
1356252,RXCUI:2108548
1356256,RXCUI:2108557
1356401,RXCUI:2109138
1356435,RXCUI:2107008
1356461,PUBCHEM.COMPOUND:3397
1356482,RXCUI:197726
1358436,PUBCHEM.COMPOUND:11540687
1358463,RXCUI:643173
1358464,RXCUI:643175
1358465,RXCUI:643177
1359143,UMLS:C1509960
1359548,PUBCHEM.COMPOUND:208908
1359549,RXCUI:672147
1359550,RXCUI:672149
1359551,RXCUI:672152
1360067,PUBCHEM.COMPOUND:23925
1360332,PUBCHEM.COMPOUND:439213
1360333,RXCUI:199389
1360341,RXCUI:331695
1360372,RXCUI:331696
1360373,RXCUI:331697
1360378,RXCUI:332465
1360379,RXCUI:334876
1360380,RXCUI:334877
1360381,RXCUI:336889
1360402,RXCUI:359572
1360409,RXCUI:483561
1360421,PUBCHEM.COMPOUND:441074
1360432,RXCUI:616843
1360436,RXCUI:723832
1360891,RXCUI:199857
1360922,RXCUI:252834
1360927,RXCUI:487253
1361711,PUBCHEM.COMPOUND:4510
1361859,RXCUI:242946
1362225,PUBCHEM.COMPOUND:5770
1362227,RXCUI:198196
1362228,RXCUI:198197
1362232,RXCUI:316361
1362234,RXCUI:316363
1362235,RXCUI:316364
1362236,RXCUI:316365
1362237,RXCUI:316366
1362239,RXCUI:316368
1362276,RXCUI:316375
1362280,RXCUI:316379
1362313,RXCUI:328468
1362357,RXCUI:486145
1362358,RXCUI:486146
1362359,RXCUI:486147
1362360,RXCUI:486148
1362361,RXCUI:486151
1362392,RXCUI:486152
1362979,PUBCHEM.COMPOUND:71329
1363053,PUBCHEM.COMPOUND:3157
1363057,RXCUI:197625
1363058,RXCUI:197626
1363059,RXCUI:197627
1363060,RXCUI:197628
1363082,RXCUI:328235
1363083,RXCUI:328236
1363084,RXCUI:328238
1363085,RXCUI:328239
1363086,RXCUI:389131
1363087,RXCUI:389166
1363091,RXCUI:636361
1363387,PUBCHEM.COMPOUND:216239
1363388,RXCUI:597745
1363389,RXCUI:597747
1363390,RXCUI:615979
1363516,PUBCHEM.COMPOUND:13175200
1363520,RXCUI:485514
1363749,PUBCHEM.COMPOUND:55891
1363981,PUBCHEM.COMPOUND:34755
1364003,RXCUI:259258
1366310,PUBCHEM.COMPOUND:5311128
1366332,RXCUI:211544
1366335,RXCUI:353411
1366336,RXCUI:358339
1366462,RXCUI:2117607
1366463,RXCUI:2117609
1366755,RXCUI:2117610
1366773,PUBCHEM.COMPOUND:25077993
1367268,PUBCHEM.COMPOUND:60838
1367500,PUBCHEM.COMPOUND:3961
1367571,PUBCHEM.COMPOUND:22833565
1368671,PUBCHEM.COMPOUND:4197
1369939,PUBCHEM.COMPOUND:564
1369940,RXCUI:197351
1369962,RXCUI:211465
1369963,RXCUI:238719
1369965,RXCUI:346197
1369966,RXCUI:346198
1369968,RXCUI:476271
1369969,RXCUI:476272
1369971,RXCUI:582299
1370109,PUBCHEM.COMPOUND:5253
1373225,PUBCHEM.COMPOUND:107807
1373928,PUBCHEM.COMPOUND:3637
1377023,PUBCHEM.COMPOUND:70678542
1377141,PUBCHEM.COMPOUND:3657
1377163,RXCUI:197797
1377167,RXCUI:213282
1377168,RXCUI:213283
1377169,RXCUI:213284
1377170,RXCUI:283475
1377898,UMLS:C0357080
1378382,PUBCHEM.COMPOUND:36314
1378385,RXCUI:312199
1378386,RXCUI:316429
1378388,RXCUI:583214
1378389,RXCUI:583218
1378509,PUBCHEM.COMPOUND:60700
1378510,RXCUI:342947
1378532,RXCUI:637549
1379525,PUBCHEM.COMPOUND:892
1379529,RXCUI:198712
1379530,RXCUI:198713
1379556,RXCUI:245856
1379969,UNII:47RRR83SK7
1380068,PUBCHEM.COMPOUND:71306834
1380127,RXCUI:346257
1380130,RXCUI:545293
1380155,RXCUI:847935
1380191,UNII:21K6M2I7AG
1381253,PUBCHEM.COMPOUND:135409400
1381254,RXCUI:597848
1381256,RXCUI:597851
1381257,RXCUI:597852
1381259,RXCUI:597857
1381504,PUBCHEM.COMPOUND:5280723
1381562,RXCUI:226921
1381563,RXCUI:226922
1381564,RXCUI:237212
1381566,RXCUI:242691
1381571,RXCUI:315318
1381592,RXCUI:315319
1381595,RXCUI:317291
1381599,RXCUI:346193
1381623,RXCUI:763472
1381661,PUBCHEM.COMPOUND:105075
1381686,RXCUI:311144
1383815,PUBCHEM.COMPOUND:12597
1383844,RXCUI:211616
1383849,RXCUI:311192
1383850,RXCUI:311196
1383851,RXCUI:311197
1383862,RXCUI:311198
1383867,RXCUI:353423
1383869,RXCUI:353538
1383925,PUBCHEM.COMPOUND:6883
1383928,RXCUI:197837
1383929,RXCUI:197838
1383930,RXCUI:197839
1383952,RXCUI:197841
1383984,RXCUI:211615
1383986,RXCUI:311191
1383988,RXCUI:311194
1384014,RXCUI:351381
1384015,RXCUI:353421
1384016,RXCUI:353424
1384047,RXCUI:793865
1384048,RXCUI:793867
1384050,RXCUI:793872
1384051,RXCUI:793873
1385800,PUBCHEM.COMPOUND:8969
1386670,UMLS:C1703661
1386698,RXCUI:335715
1386699,RXCUI:336833
1386957,PUBCHEM.COMPOUND:3869
1387104,UNII:P188ANX8CK
1387426,CHEBI:67011
1387452,RXCUI:198641
1387458,RXCUI:237786
1387513,RXCUI:252463
1387515,RXCUI:259191
1387550,RXCUI:315962
1387572,RXCUI:315964
1387574,RXCUI:315966
1387576,RXCUI:315968
1387577,RXCUI:317635
1387578,RXCUI:331959
1387606,RXCUI:336153
1387607,RXCUI:336154
1387608,RXCUI:336222
1387632,RXCUI:348689
1387722,RXCUI:656498
1387729,RXCUI:726747
1388796,PUBCHEM.COMPOUND:135403648
1388798,RXCUI:197861
1388799,RXCUI:197862
1388800,RXCUI:197863
1388801,RXCUI:237788
1388826,RXCUI:311282
1388827,RXCUI:323957
1388828,RXCUI:329896
1388829,RXCUI:329897
1388830,RXCUI:329898
1388831,RXCUI:329899
1389036,PUBCHEM.COMPOUND:5746
1389112,UMLS:C0752270
1389114,RXCUI:199674
1389253,RXCUI:485487
1389502,UMLS:C1712062
1389780,PUBCHEM.COMPOUND:6213
1389781,RXCUI:259239
1389802,RXCUI:332218
1389805,RXCUI:359779
1389809,RXCUI:577823
1389838,RXCUI:723836
1389839,RXCUI:723837
1389840,RXCUI:723838
1389841,RXCUI:723839
1389853,RXCUI:761975
1389885,MESH:C117343
1389886,RXCUI:259132
1389888,PUBCHEM.COMPOUND:82146
1389889,RXCUI:261349
1389953,RXCUI:331495
1390051,PUBCHEM.COMPOUND:2708
1390063,RXCUI:197462
1390066,RXCUI:315626
1391307,UNII:J7WWH9M8QS
1391311,RXCUI:242541
1391333,RXCUI:252721
1391334,RXCUI:252722
1391337,RXCUI:333272
1391339,RXCUI:333717
1391340,RXCUI:333718
1391363,RXCUI:334373
1391470,UMLS:C1725664
1391642,UMLS:C0771966
1391646,RXCUI:359351
1391648,UMLS:C0771967
1391650,RXCUI:252785
1391675,RXCUI:283434
1391679,RXCUI:333687
1391702,RXCUI:359268
1391846,PUBCHEM.COMPOUND:3950
1391847,RXCUI:197894
1391848,RXCUI:197895
1391849,RXCUI:197896
1391874,RXCUI:316161
1391875,RXCUI:316162
1391889,PUBCHEM.COMPOUND:83818
1391891,RXCUI:199183
1391913,RXCUI:199267
1391914,RXCUI:199646
1391916,RXCUI:199991
1391946,RXCUI:315977
1391973,RXCUI:332515
1391977,RXCUI:636529
1392182,PUBCHEM.COMPOUND:78577443
1394023,PUBCHEM.COMPOUND:644241
1394337,PUBCHEM.COMPOUND:4033
1395058,PUBCHEM.COMPOUND:2732
1395060,RXCUI:197383
1395061,RXCUI:197497
1395072,RXCUI:197498
1395073,RXCUI:197499
1395093,RXCUI:315653
1395094,RXCUI:315654
1395095,RXCUI:315655
1395096,RXCUI:317328
1395097,RXCUI:331132
1395557,PUBCHEM.COMPOUND:3367
1395573,PUBCHEM.COMPOUND:24766
1395580,RXCUI:252738
1395594,RXCUI:252745
1395598,RXCUI:259147
1395599,RXCUI:259844
1395601,RXCUI:331693
1395612,RXCUI:331694
1395613,RXCUI:332464
1395615,RXCUI:343365
1395617,RXCUI:343424
1395619,RXCUI:428898
1395620,RXCUI:428899
1395621,RXCUI:476845
1395632,RXCUI:476846
1395634,RXCUI:577827
1395641,RXCUI:636842
1395655,RXCUI:823878
1395773,PUBCHEM.COMPOUND:11377634
1395774,RXCUI:283517
1395776,RXCUI:331542
1396012,PUBCHEM.COMPOUND:198008
1396013,RXCUI:198627
1396014,RXCUI:198629
1396016,RXCUI:198632
1396055,RXCUI:261385
1396056,RXCUI:261386
1396058,RXCUI:323925
1396060,RXCUI:328985
1396072,RXCUI:332445
1396076,RXCUI:334761
1396092,RXCUI:351151
1396093,RXCUI:353354
1396100,RXCUI:636525
1396101,RXCUI:636526
1396131,PUBCHEM.COMPOUND:62662
1396154,RXCUI:198635
1396156,RXCUI:198995
1396157,RXCUI:198996
1396158,RXCUI:198997
1396256,RXCUI:251156
1396261,RXCUI:259586
1396301,RXCUI:313634
1396314,RXCUI:323923
1396315,RXCUI:323954
1396316,RXCUI:323979
1396318,RXCUI:328924
1396319,RXCUI:328927
1396320,RXCUI:328929
1396335,RXCUI:331395
1396336,RXCUI:331925
1396338,RXCUI:333542
1396353,RXCUI:334771
1396355,RXCUI:334773
1396357,RXCUI:334776
1396358,RXCUI:334777
1396376,RXCUI:359535
1396401,RXCUI:756235
1396817,UMLS:C0939803
1396861,RXCUI:259727
1397059,UMLS:C0795674
1397072,RXCUI:199993
1397076,RXCUI:259145
1397080,RXCUI:333422
1397141,UNII:2S9ZZM9Q9V
1397599,PUBCHEM.COMPOUND:5460033
1398039,UMLS:C0813171
1398056,RXCUI:252712
1398058,RXCUI:252714
1398081,RXCUI:333341
1398095,RXCUI:334484
1398399,PUBCHEM.COMPOUND:60198
1398400,RXCUI:261317
1398516,UMLS:C0872909
1398573,MESH:C407042
1398816,UMLS:C0873183
1398817,RXCUI:259958
1398818,RXCUI:333527
1398937,PUBCHEM.COMPOUND:2803
1399063,UMLS:C0874052
1399067,RXCUI:485424
1399068,RXCUI:485426
1399177,PUBCHEM.COMPOUND:76968835
1399178,RXCUI:242761
1399179,RXCUI:261123
1399180,RXCUI:331459
1400498,PUBCHEM.COMPOUND:518773
1400501,RXCUI:242668
1400513,RXCUI:333695
1400514,RXCUI:334528
1400515,RXCUI:334529
1400516,RXCUI:352174
1400518,RXCUI:476742
1401437,UMLS:C0885057
1401456,RXCUI:198651
1401479,RXCUI:259612
1401537,RXCUI:336231
1401581,PUBCHEM.COMPOUND:3125
1436650,PUBCHEM.COMPOUND:667490
1436651,RXCUI:197931
1436653,RXCUI:316246
1436678,PUBCHEM.COMPOUND:2733526
1436683,RXCUI:313195
1437379,PUBCHEM.COMPOUND:2723601
1500211,PUBCHEM.COMPOUND:10631
1501309,MESH:D013962
1501311,RXCUI:198277
1501352,RXCUI:198278
1501460,RXCUI:313385
1501492,RXCUI:313387
1501496,RXCUI:313391
1501498,RXCUI:313393
1501500,RXCUI:313396
1501501,RXCUI:314267
1501547,RXCUI:316822
1501548,RXCUI:316823
1501574,RXCUI:317668
1501575,RXCUI:331517
1501577,RXCUI:331519
1501579,RXCUI:331521
1501581,RXCUI:331523
1501602,RXCUI:333384
1501608,RXCUI:347151
1501609,RXCUI:349969
1501610,RXCUI:351486
1501617,PUBCHEM.COMPOUND:3084661
1501667,RXCUI:728581
1501668,RXCUI:728583
1501670,RXCUI:728587
1501671,RXCUI:728589
1501700,PUBCHEM.COMPOUND:853
1502826,CHEMBL.COMPOUND:CHEMBL783
1502827,RXCUI:284529
1502829,RXCUI:311919
1502830,RXCUI:314142
1502905,PUBCHEM.COMPOUND:44146714
1502908,RXCUI:343226
1502910,RXCUI:847232
1503184,PUBCHEM.COMPOUND:6291
1503242,RXCUI:317647
1503297,PUBCHEM.COMPOUND:4091
1503432,UNII:N824AOU5XV
1503501,PUBCHEM.COMPOUND:6918010
1503522,RXCUI:731119
1503524,RXCUI:731131
1503525,RXCUI:749811
1503526,RXCUI:749813
1503527,RXCUI:749814
1503528,RXCUI:749816
1503530,RXCUI:749818
1503983,PUBCHEM.COMPOUND:25074887
1503986,RXCUI:284441
1503987,RXCUI:284442
1504620,PUBCHEM.COMPOUND:1349907
1504621,RXCUI:197941
1504672,RXCUI:197942
1504675,RXCUI:316269
1504677,RXCUI:349167
1504678,RXCUI:446361
1504712,RXCUI:729434
1505346,PUBCHEM.COMPOUND:5920
1506270,PUBCHEM.COMPOUND:6741
1506312,RXCUI:197969
1506314,RXCUI:197971
1506315,RXCUI:197973
1506426,RXCUI:259966
1506430,RXCUI:311659
1506472,RXCUI:316285
1506474,RXCUI:316287
1506475,RXCUI:316288
1506476,RXCUI:317426
1506477,RXCUI:317427
1506479,RXCUI:328161
1506520,RXCUI:346173
1506576,RXCUI:544779
1506602,PUBCHEM.COMPOUND:6010
1506671,RXCUI:316289
1506709,RXCUI:628914
1507558,PUBCHEM.COMPOUND:25077405
1507705,PUBCHEM.COMPOUND:222786
1507706,RXCUI:197543
1507733,RXCUI:329479
1507734,RXCUI:828247
1507735,RXCUI:828248
1507835,PUBCHEM.COMPOUND:644077
1507838,RXCUI:313578
1507839,RXCUI:316883
1508241,MESH:C080710
1508266,RXCUI:581378
1508439,PUBCHEM.COMPOUND:55245
1508440,RXCUI:284478
1510202,PUBCHEM.COMPOUND:441314
1510206,RXCUI:213485
1510207,RXCUI:213486
1510208,RXCUI:213487
1510232,RXCUI:2043695
1510303,RXCUI:2044659
1510417,PUBCHEM.COMPOUND:644019
1510451,RXCUI:2045493
1510467,UNII:I5I8VB78VT
1510757,RXCUI:2045245
1510780,RXCUI:2045382
1510788,RXCUI:2045638
1510812,RXCUI:2047882
1510813,PUBCHEM.COMPOUND:446157
1511246,RXCUI:2123072
1511247,RXCUI:2123076
1511248,RXCUI:2123111
1511304,RXCUI:2123194
1511449,PUBCHEM.COMPOUND:28417
1511450,RXCUI:197554
1511451,RXCUI:197555
1511646,PUBCHEM.COMPOUND:4674
1511682,RXCUI:197556
1511685,RXCUI:213231
1511688,RXCUI:317628
1511856,PUBCHEM.COMPOUND:31229
1512446,PUBCHEM.COMPOUND:5281107
1512447,RXCUI:261247
1512451,RXCUI:346147
1512474,RXCUI:452751
1512480,UNII:UMD7G2653W
1512674,PUBCHEM.COMPOUND:68873
1512675,RXCUI:343266
1513103,PUBCHEM.COMPOUND:15940170
1513849,MESH:C484564
1513850,RXCUI:237527
1513877,RXCUI:259111
1513879,RXCUI:343262
1513880,RXCUI:343264
1513881,RXCUI:731281
1513912,RXCUI:752388
1513914,RXCUI:847213
1513916,RXCUI:847254
1515107,RXCUI:261111
1515249,PUBCHEM.COMPOUND:5591
1515250,RXCUI:199984
1515251,RXCUI:199985
1515253,RXCUI:212281
1515254,RXCUI:212282
1515417,PUBCHEM.COMPOUND:62819
1515774,PUBCHEM.COMPOUND:6540478
1515777,RXCUI:452711
1516766,PUBCHEM.COMPOUND:65981
1516770,RXCUI:213218
1516771,RXCUI:213219
1516794,RXCUI:316631
1516795,RXCUI:331433
1516800,PUBCHEM.COMPOUND:5245
1516976,PUBCHEM.COMPOUND:16137271
1516978,RXCUI:484322
1516979,RXCUI:616238
1516981,RXCUI:847241
1517070,PUBCHEM.COMPOUND:5311065
1517071,RXCUI:831445
1517146,RXCUI:849514
1517147,RXCUI:849515
1517148,RXCUI:849517
1517149,RXCUI:849519
1517151,RXCUI:849522
1517202,RXCUI:849524
1517740,PUBCHEM.COMPOUND:5281104
1517764,RXCUI:351154
1517766,RXCUI:353355
1517767,RXCUI:577313
1517768,RXCUI:577315
1517769,RXCUI:577316
1517770,RXCUI:577317
1517771,RXCUI:577323
1517792,RXCUI:577324
1517824,PUBCHEM.COMPOUND:938
1517827,RXCUI:198759
1517829,RXCUI:199143
1517919,RXCUI:247747
1517957,RXCUI:311944
1517961,RXCUI:311949
1517987,RXCUI:311955
1517988,RXCUI:311958
1517989,RXCUI:311959
1517991,RXCUI:311963
1517998,PUBCHEM.COMPOUND:70691388
1518013,RXCUI:314131
1518017,RXCUI:316337
1518021,RXCUI:316341
1518063,RXCUI:316343
1518064,RXCUI:316344
1518066,RXCUI:316351
1518068,RXCUI:317437
1518093,RXCUI:336156
1518132,RXCUI:647346
1518133,RXCUI:763228
1518134,RXCUI:763232
1518135,RXCUI:791838
1518136,RXCUI:791846
1518148,UNII:1XU104G55N
1518198,PUBCHEM.COMPOUND:62930
1518254,PUBCHEM.COMPOUND:5743
1518257,RXCUI:197576
1518258,RXCUI:197577
1518259,RXCUI:197579
1518261,RXCUI:197581
1518292,RXCUI:197582
1518293,RXCUI:197583
1518490,RXCUI:226343
1518603,RXCUI:315773
1518604,RXCUI:315774
1518605,RXCUI:315775
1518606,RXCUI:315776
1518607,RXCUI:315777
1518608,RXCUI:315778
1518609,RXCUI:315779
1518610,RXCUI:317346
1518611,RXCUI:317629
1518691,RXCUI:339981
1518715,RXCUI:345816
1518851,RXCUI:755976
1519936,PUBCHEM.COMPOUND:6917715
1519937,RXCUI:389221
1519940,RXCUI:798355
1520218,PUBCHEM.COMPOUND:247
1521369,PUBCHEM.COMPOUND:6230
1521405,RXCUI:316385
1521406,RXCUI:316386
1521408,RXCUI:317443
1521410,RXCUI:317656
1521450,RXCUI:393545
1521592,PUBCHEM.COMPOUND:4542
1521596,RXCUI:316392
1521597,RXCUI:317447
1521987,PUBCHEM.COMPOUND:16133850
1522957,PUBCHEM.COMPOUND:86289069
1522990,RXCUI:314152
1522991,RXCUI:328441
1522992,RXCUI:328442
1522993,RXCUI:328443
1522994,RXCUI:328444
1523280,PUBCHEM.COMPOUND:3019
1523312,RXCUI:197593
1524674,PUBCHEM.COMPOUND:68740
1524675,RXCUI:351114
1524676,RXCUI:351945
